Market_Date,Archive_Time,System_Refresh_Time,Ticker,Lifecycle,Decision_Support,Detection,Signal_Window,ML_Quality,ML_Daily_Rank,ML_Signal_Date,Confirmation,Rotation,Structure,Structure_History,MA_Breadth,Pct_vs_EMA20,Pct_vs_MA50,Close
2026-09-16,2026-09-16 09:44:51,2026-09-16 09:44:47,XOP,0 — MONITOR,— MONITOR,— UNKNOWN,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,— INSUFFICIENT HISTORY,LIMITED MOVING-AVERAGE HISTORY,,,,
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,AIQ,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.014,0.0353701886731756,64.37000274658203
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,AIRR,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.03,-0.0882049518569463,106.05999755859376
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,AMLP,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,WEAKENING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.004,0.0116781609195402,55.0099983215332
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,ARKG,4 — MATURE / EXTENDED,▲ EARLY WATCH,▲ DAY 3 CONFIRMATION,DAY 3 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.098,0.1786342555573326,51.59000015258789
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,AWAY,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.05,-0.0740061802754936,17.680099487304688
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,BATT,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.028,-0.0165025286132552,14.779999732971191
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,BETZ,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.021,-0.022324665906972,18.874799728393555
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,BOTZ,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.009,-0.0180094521658882,35.1150016784668
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,CIBR,3 — LEADING,▲ EARLY WATCH,▲ DAY 3 CONFIRMATION,DAY 3 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.047,0.0699025447809889,101.66000366210938
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,COPX,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,● MODERATE,,2026-09-04,▼ DETERIORATING,WEAKENING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.024,0.0180070053362795,86.61000061035156
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,CORN,2 — CONFIRMING / BUILDING,— MONITOR,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ EARLY CONFIRMATION,WATCH,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.008,0.0620179948586117,19.82999992370605
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,CPER,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,4/5 ABOVE,0.005,0.0073148430356597,39.65999984741211
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,DBA,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,● DEVELOPING,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.012,0.0066234548223709,28.420000076293945
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,DIA,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.016,-0.0188469961594299,518.3499755859375
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,DRAM,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,★★ ELITE,,2026-09-04,● DEVELOPING,WATCH,▲ POSITIVE AVAILABLE STRUCTURE,MA200 NOT YET AVAILABLE,4/4 ABOVE,0.016,0.0387415730337079,57.77999877929688
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,ETHE,2 — CONFIRMING / BUILDING,— MONITOR,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ EMERGING CONFIRMATION,EMERGING,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.026,0.1564905682552742,19.68000030517578
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,GLD,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.006,0.0148911506566629,398.3599853515625
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,IAI,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,▼ DETERIORATING,LAGGING,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.036,-0.0377903605056991,182.509994506836
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,IBB,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.006,0.0369209352168535,207.07000732421875
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,IBIT,2 — CONFIRMING / BUILDING,— MONITOR,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ EARLY CONFIRMATION,WATCH,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.007,0.0959250822576562,43.29999923706055
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,IEF,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.006,-0.0129372823053458,91.25
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,IGV,3 — LEADING,▲ EARLY WATCH,▲ DAY 3 CONFIRMATION,DAY 3 — CONFIRMATION WINDOW,● MODERATE,,2026-09-04,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.017,0.0599410809835867,105.77999877929688
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,ITA,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.049,-0.0919935979350369,213.8800048828125
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,IWM,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.02,-0.0313932693319215,285.42999267578125
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,KBE,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.023,-0.0370284790017906,66.68000030517578
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,KBWD,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.022,-0.0275963422599607,11.90999984741211
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,KRE,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.02,-0.035432026733146,72.73999786376953
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,LITP,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.07,-0.0724795640326975,10.211600303649902
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,OIH,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.032,-0.0031130941567893,400.6000061035156
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,ONLN,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.027,-0.04454542325037,55.5099983215332
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,PAVE,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.029,-0.058808880034154,52.90999984741211
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,PDBC,3 — LEADING,● ESTABLISHED LEADER,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.028,0.0881687185999007,19.709999084472656
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,PEJ,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.036,-0.0606289688539462,62.130001068115234
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,PPH,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,▲ HIGH,,2026-09-04,— NOT CONFIRMED,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.004,8.06032707016957e-05,111.6666030883789
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,QQQ,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— LOW,,2026-09-04,▲ EMERGING CONFIRMATION,EMERGING,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.006,0.0097635452993569,716.9199829101562
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,REZ,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.018,-0.0387637782817362,91.12999725341795
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,RSP,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.015,-0.018235207481866,213.3099975585937
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SHY,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.002,-0.0024644131386325,81.36000061035156
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SKYY,3 — LEADING,▲ EARLY WATCH,▲ DAY 3 CONFIRMATION,DAY 3 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.025,0.0782005286389839,164.38999938964844
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SLV,6 — BELOW STRUCTURE,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,● MODERATE,,2026-09-04,● DEVELOPING,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,0.005,0.0400536164658988,58.970001220703125
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SLX,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,4/5 ABOVE,0.001,0.0202509956033403,108.36799621582033
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SMH,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,0.003,-0.0086103993251739,560.6099853515625
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SOXX,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,0.007,-0.0137103945158422,519.0999755859375
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SPY,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,— NOT CONFIRMED,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.0,0.0040406514019837,762.5999755859375
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,SRVR,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.016,-0.0243822614956635,29.809999465942383
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,TIP,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.007,-0.0112428913498953,105.70999908447266
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,TLT,6 — BELOW STRUCTURE,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,● DEVELOPING,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,0.001,-0.006583902237555,81.77999877929688
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,UNG,6 — BELOW STRUCTURE,▲ EARLY WATCH,▲ DAY 3 CONFIRMATION,DAY 3 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ EARLY CONFIRMATION,WATCH,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,0.0,0.0080999316873231,10.329999923706056
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,USO,3 — LEADING,● ESTABLISHED LEADER,▲ ESTABLISHED ABOVE EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.069,0.179907163315075,155.30999755859375
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,UUP,2 — CONFIRMING / BUILDING,▲ EARLY WATCH,▲ DAY 3 CONFIRMATION,DAY 3 — CONFIRMATION WINDOW,— NO CURRENT ML SIGNAL,,,▲ EMERGING CONFIRMATION,EMERGING,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.008,0.0062045736571529,28.3799991607666
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,VIXY,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.046,-0.1160393565516163,16.979999542236328
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,VNQ,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.02,-0.0402774509703622,93.80999755859376
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,VOO,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,— NOT CONFIRMED,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.0,0.0041136820032141,701.030029296875
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,WEAT,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ RECENT EMA20 BREAK,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,WEAKENING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,4/5 ABOVE,-0.003,0.0349859977123021,26.239999771118164
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XBI,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,WEAKENING,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,3/5 ABOVE,-0.007,0.0033794708243244,158.25
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLB,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.018,-0.0205508556418279,50.709999084472656
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLC,6 — BELOW STRUCTURE,▲ EARLY WATCH,▲ DAY 4 CONFIRMATION,DAY 4 — CONFIRMATION WINDOW,— LOW,,2026-09-04,▲ EMERGING CONFIRMATION,EMERGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,4/5 ABOVE,0.0,0.0105143864509222,112.3499984741211
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLE,2 — CONFIRMING / BUILDING,— MONITOR,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▲ EARLY CONFIRMATION,WATCH,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.01,0.0572745011231903,64.4800033569336
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLF,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— LOW,,2026-09-04,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,2/5 ABOVE,-0.022,-0.0226155702866737,55.880001068115234
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLI,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.029,-0.0568901537345499,169.00999450683594
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLK,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,★ VERY HIGH,,2026-09-04,▲ CONFIRMED LEADER,LEADER,▲ FULL BULL STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,5/5 ABOVE,0.014,0.0274706062327898,188.0599975585937
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLP,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.011,-0.0169204140026141,83.48999786376953
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLRE,5 — WEAKENING / PULLBACK,● PULLBACK / REVIEW,● NEAR EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,— NOT CONFIRMED,WATCH,● LONG-TERM TREND INTACT,FULL LONG-TERM HISTORY AVAILABLE,1/5 ABOVE,-0.019,-0.0379746835443037,42.93999862670898
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLU,6 — BELOW STRUCTURE,▼ STRUCTURAL CAUTION,▼ BELOW EMA20,OUTSIDE BULLISH EARLY WINDOW,— NO CURRENT ML SIGNAL,,,▼ DETERIORATING,LAGGING,▼ STRUCTURAL CAUTION,FULL LONG-TERM HISTORY AVAILABLE,0/5 ABOVE,-0.022,-0.0503416856492027,41.68999862670898
2026-09-17,2026-09-17 16:48:50,2026-09-17 16:48:45,XLV,1 — EARLY DETECTION,▲ NEW DETECTION,▲ DAY 0 DETECTION,DAY 0 — DETECTION,— NO CURRENT ML SIGNAL,,,● DEVELOPING,WATCH,▲ POSITIVE STRUCTURE,FULL LONG-TERM HISTORY AVAILABLE,4/5 ABOVE,0.0,0.0130950380488275,168.80999755859375
